state.code,age,income,education,employed,raw.income,degree,fouryrdegree
6,35,88760,16,NA,88760,4-year degree,1
6,30,101438,16,1,101438,4-year degree,1
6,29,101438,16,1,101438,4-year degree,1
6,35,39000,13,1,39000,no 4-year degree,0
6,34,39000,12,1,39000,no 4-year degree,0
6,31,170021,16,NA,170021,4-year degree,1
6,31,170021,20,NA,170021,4-year degree,1
6,35,220318,18,1,220318,4-year degree,1
6,32,174261,16,1,174261,4-year degree,1
6,31,174261,18,1,174261,4-year degree,1
6,34,139002,16,0,139002,4-year degree,1
6,35,30900,13,1,30900,no 4-year degree,0
6,25,19505,13,0,19505,no 4-year degree,0
6,25,195576,16,1,195576,4-year degree,1
6,25,182510,14,1,182510,no 4-year degree,0
6,28,182510,14,1,182510,no 4-year degree,0
6,28,56000,13,1,56000,no 4-year degree,0
6,34,238902,20,1,238902,4-year degree,1
6,35,238902,20,1,238902,4-year degree,1
6,30,158500,20,1,158500,4-year degree,1
6,28,158500,18,1,158500,4-year degree,1
6,25,60923,20,1,60923,4-year degree,1
6,31,278580,18,1,278580,4-year degree,1
6,31,278580,18,1,278580,4-year degree,1
6,32,210504,16,1,210504,4-year degree,1
6,29,92009,13,1,92009,no 4-year degree,0
6,31,92009,14,1,92009,no 4-year degree,0
6,34,150340,16,NA,150340,4-year degree,1
6,35,150340,18,1,150340,4-year degree,1
6,30,84497,16,1,84497,4-year degree,1
6,25,84497,16,1,84497,4-year degree,1
6,29,98021,16,1,98021,4-year degree,1
6,34,120003,18,1,120003,4-year degree,1
6,26,40026,16,1,40026,4-year degree,1
6,28,259278,16,1,259278,4-year degree,1
6,27,259278,16,NA,259278,4-year degree,1
6,28,444385,16,1,444385,4-year degree,1
6,26,444385,16,1,444385,4-year degree,1
6,25,444385,16,1,444385,4-year degree,1
6,33,280340,18,1,280340,4-year degree,1
6,32,280340,18,1,280340,4-year degree,1
6,30,270616,18,1,270616,4-year degree,1
6,27,270616,18,1,270616,4-year degree,1
6,25,154524,16,1,154524,4-year degree,1
6,35,664860,16,1,664860,4-year degree,1
6,31,379529,16,1,379529,4-year degree,1
6,32,379529,16,1,379529,4-year degree,1
6,32,81106,18,1,81106,4-year degree,1
6,30,81106,18,1,81106,4-year degree,1
6,28,79641,20,1,79641,4-year degree,1
6,27,79641,14,1,79641,no 4-year degree,0
6,28,368905,18,1,368905,4-year degree,1
6,33,368905,18,1,368905,4-year degree,1
6,29,368905,18,1,368905,4-year degree,1
6,28,368905,18,1,368905,4-year degree,1
6,28,368905,18,1,368905,4-year degree,1
6,31,186000,18,1,186000,4-year degree,1
6,32,186000,20,1,186000,4-year degree,1
6,27,380000,18,1,380000,4-year degree,1
6,28,380000,18,1,380000,4-year degree,1
6,27,247226,14,1,247226,no 4-year degree,0
6,34,85021,12,1,85021,no 4-year degree,0
6,32,85021,16,1,85021,4-year degree,1
6,35,137610,20,1,137610,4-year degree,1
6,32,13560,11,1,13560,no 4-year degree,0
6,27,512000,16,1,512000,4-year degree,1
6,29,49015,16,1,49015,4-year degree,1
6,33,132209,13,1,132209,no 4-year degree,0
6,34,132209,16,1,132209,4-year degree,1
6,31,200840,12,1,200840,no 4-year degree,0
6,30,48000,10,1,48000,no 4-year degree,0
6,27,201803,14,0,201803,no 4-year degree,0
6,25,201803,14,1,201803,no 4-year degree,0
6,29,70966,12,NA,70966,no 4-year degree,0
6,26,277201,13,1,277201,no 4-year degree,0
6,32,99615,12,1,99615,no 4-year degree,0
6,25,99615,13,NA,99615,no 4-year degree,0
6,31,24000,20,1,24000,4-year degree,1
6,32,24000,18,NA,24000,4-year degree,1
6,34,110016,20,1,110016,4-year degree,1
6,34,110016,20,1,110016,4-year degree,1
6,33,147657,18,1,147657,4-year degree,1
6,33,147657,16,1,147657,4-year degree,1
6,30,185000,16,1,185000,4-year degree,1
6,35,261997,16,1,261997,4-year degree,1
6,26,12,20,NA,12,4-year degree,1
6,28,12,20,NA,12,4-year degree,1
6,27,146049,18,1,146049,4-year degree,1
6,34,146049,20,1,146049,4-year degree,1
6,28,125022,11,1,125022,no 4-year degree,0
6,33,156160,12,NA,156160,no 4-year degree,0
6,29,156160,18,1,156160,4-year degree,1
6,30,95096,16,1,95096,4-year degree,1
6,30,95096,16,1,95096,4-year degree,1
6,29,104307,18,1,104307,4-year degree,1
6,30,104307,16,NA,104307,4-year degree,1
6,28,51400,12,1,51400,no 4-year degree,0
6,28,43020,13,1,43020,no 4-year degree,0
6,34,330503,16,1,330503,4-year degree,1
6,35,330503,16,1,330503,4-year degree,1
6,28,73600,12,0,73600,no 4-year degree,0
6,34,49001,12,1,49001,no 4-year degree,0
6,34,49001,12,NA,49001,no 4-year degree,0
6,31,120982,11,1,120982,no 4-year degree,0
6,33,94802,9,1,94802,no 4-year degree,0
6,25,94802,11,1,94802,no 4-year degree,0
6,35,82754,11,1,82754,no 4-year degree,0
6,28,146100,18,NA,146100,4-year degree,1
6,31,261008,16,1,261008,4-year degree,1
6,33,261008,18,0,261008,4-year degree,1
6,35,303010,16,NA,303010,4-year degree,1
6,26,21000,16,1,21000,4-year degree,1
6,33,179000,16,1,179000,4-year degree,1
6,26,271450,18,1,271450,4-year degree,1
6,27,271450,18,1,271450,4-year degree,1
6,27,90180,16,1,90180,4-year degree,1
6,27,90180,16,1,90180,4-year degree,1
6,30,90210,12,1,90210,no 4-year degree,0
6,26,237507,18,1,237507,4-year degree,1
6,35,126640,16,NA,126640,4-year degree,1
6,26,29981,16,1,29981,4-year degree,1
6,35,210000,20,1,210000,4-year degree,1
6,31,109014,16,1,109014,4-year degree,1
6,26,109014,13,1,109014,no 4-year degree,0
6,33,20002,12,NA,20002,no 4-year degree,0
6,27,536900,18,1,536900,4-year degree,1
6,26,536900,16,1,536900,4-year degree,1
6,26,536900,16,1,536900,4-year degree,1
6,35,244500,20,1,244500,4-year degree,1
6,33,244500,20,1,244500,4-year degree,1
6,33,110375,16,1,110375,4-year degree,1
6,25,181150,16,1,181150,4-year degree,1
6,25,181150,18,1,181150,4-year degree,1
6,34,77520,16,1,77520,4-year degree,1
6,31,77520,13,NA,77520,no 4-year degree,0
6,33,50000,16,1,50000,4-year degree,1
6,34,50000,16,NA,50000,4-year degree,1
6,27,58696,14,1,58696,no 4-year degree,0
6,31,58696,16,NA,58696,4-year degree,1
6,32,100000,18,1,100000,4-year degree,1
6,33,81132,16,1,81132,4-year degree,1
6,30,124872,12,1,124872,no 4-year degree,0
6,28,145000,12,1,145000,no 4-year degree,0
6,28,145000,16,1,145000,4-year degree,1
6,28,50000,16,1,50000,4-year degree,1
6,26,1800,11,NA,1800,no 4-year degree,0
6,34,187095,14,1,187095,no 4-year degree,0
6,31,187095,12,1,187095,no 4-year degree,0
6,28,69411,18,1,69411,4-year degree,1
6,27,36480,16,NA,36480,4-year degree,1
6,31,54613,16,1,54613,4-year degree,1
6,29,54613,13,1,54613,no 4-year degree,0
6,25,35130,16,1,35130,4-year degree,1
6,26,162538,16,NA,162538,4-year degree,1
6,31,192180,16,1,192180,4-year degree,1
6,32,192180,16,1,192180,4-year degree,1
6,35,86000,12,NA,86000,no 4-year degree,0
6,29,302002,18,1,302002,4-year degree,1
6,30,302002,18,1,302002,4-year degree,1
6,31,322820,16,1,322820,4-year degree,1
6,31,322820,16,1,322820,4-year degree,1
6,33,91005,14,1,91005,no 4-year degree,0
6,35,91005,16,NA,91005,4-year degree,1
6,31,180296,16,1,180296,4-year degree,1
6,28,196146,12,NA,196146,no 4-year degree,0
6,27,172100,13,1,172100,no 4-year degree,0
6,25,75621,12,1,75621,no 4-year degree,0
6,28,75621,12,1,75621,no 4-year degree,0
6,30,308211,18,1,308211,4-year degree,1
6,31,178310,16,1,178310,4-year degree,1
6,28,178310,14,1,178310,no 4-year degree,0
6,33,378630,12,1,378630,no 4-year degree,0
6,29,378630,16,1,378630,4-year degree,1
6,33,147017,16,1,147017,4-year degree,1
6,34,147017,18,1,147017,4-year degree,1
6,30,122151,12,1,122151,no 4-year degree,0
6,31,152195,16,NA,152195,4-year degree,1
6,35,152195,18,1,152195,4-year degree,1
6,33,29000,10,1,29000,no 4-year degree,0
6,26,131100,13,1,131100,no 4-year degree,0
6,34,161501,14,1,161501,no 4-year degree,0
6,25,197400,16,1,197400,4-year degree,1
6,31,293930,16,1,293930,4-year degree,1
6,31,293930,16,1,293930,4-year degree,1
6,33,173830,20,1,173830,4-year degree,1
6,32,173830,20,1,173830,4-year degree,1
6,31,184317,16,1,184317,4-year degree,1
6,29,184317,12,1,184317,no 4-year degree,0
6,31,347633,16,1,347633,4-year degree,1
6,33,347633,14,1,347633,no 4-year degree,0
6,32,347633,16,1,347633,4-year degree,1
6,33,188039,13,NA,188039,no 4-year degree,0
6,25,96025,12,1,96025,no 4-year degree,0
6,32,140011,14,1,140011,no 4-year degree,0
6,31,333405,13,1,333405,no 4-year degree,0
6,31,66000,9,1,66000,no 4-year degree,0
6,30,141705,14,1,141705,no 4-year degree,0
6,31,83001,12,1,83001,no 4-year degree,0
6,31,133011,16,1,133011,4-year degree,1
6,28,99410,16,1,99410,4-year degree,1
6,33,249549,18,1,249549,4-year degree,1
6,28,249549,16,1,249549,4-year degree,1
6,30,264315,18,1,264315,4-year degree,1
6,29,264315,18,1,264315,4-year degree,1
6,32,290112,16,1,290112,4-year degree,1
6,32,290112,16,NA,290112,4-year degree,1
6,26,102512,16,1,102512,4-year degree,1
6,33,378573,18,1,378573,4-year degree,1
6,29,378573,16,1,378573,4-year degree,1
6,32,190858,18,1,190858,4-year degree,1
6,31,190858,18,1,190858,4-year degree,1
6,34,149268,16,1,149268,4-year degree,1
6,27,118152,18,1,118152,4-year degree,1
6,34,403906,16,1,403906,4-year degree,1
6,29,315082,18,1,315082,4-year degree,1
6,29,315082,16,1,315082,4-year degree,1
6,25,56214,16,1,56214,4-year degree,1
6,30,75033,18,1,75033,4-year degree,1
6,28,258015,16,1,258015,4-year degree,1
6,32,258015,18,NA,258015,4-year degree,1
6,29,258015,16,1,258015,4-year degree,1
6,29,202090,18,1,202090,4-year degree,1
6,29,202090,16,1,202090,4-year degree,1
6,27,202090,18,1,202090,4-year degree,1
6,26,202090,16,1,202090,4-year degree,1
6,33,90322,16,1,90322,4-year degree,1
6,30,91105,12,1,91105,no 4-year degree,0
6,26,198805,18,1,198805,4-year degree,1
6,26,198805,18,1,198805,4-year degree,1
6,33,310361,16,1,310361,4-year degree,1
6,33,310361,16,1,310361,4-year degree,1
6,31,490090,16,1,490090,4-year degree,1
6,29,490090,18,1,490090,4-year degree,1
6,28,490090,16,NA,490090,4-year degree,1
6,28,490090,16,1,490090,4-year degree,1
6,27,490090,16,1,490090,4-year degree,1
6,27,490090,14,1,490090,no 4-year degree,0
6,30,185432,14,NA,185432,no 4-year degree,0
6,26,519871,16,1,519871,4-year degree,1
6,26,519871,18,1,519871,4-year degree,1
6,33,124076,16,1,124076,4-year degree,1
6,33,124076,14,1,124076,no 4-year degree,0
6,27,454024,16,1,454024,4-year degree,1
6,29,196120,18,1,196120,4-year degree,1
6,27,196120,18,1,196120,4-year degree,1
6,35,63852,12,1,63852,no 4-year degree,0
6,25,145200,16,1,145200,4-year degree,1
6,26,145200,16,1,145200,4-year degree,1
6,32,60000,18,1,60000,4-year degree,1
6,28,60000,20,NA,60000,4-year degree,1
6,32,251054,16,1,251054,4-year degree,1
6,32,251054,16,1,251054,4-year degree,1
6,27,261000,16,1,261000,4-year degree,1
6,29,261000,16,1,261000,4-year degree,1
6,28,261000,18,1,261000,4-year degree,1
6,32,276370,18,1,276370,4-year degree,1
6,26,276370,18,1,276370,4-year degree,1
6,33,59601,12,1,59601,no 4-year degree,0
6,35,59601,16,NA,59601,4-year degree,1
6,30,205323,16,1,205323,4-year degree,1
6,26,205323,16,NA,205323,4-year degree,1
6,28,53502,13,1,53502,no 4-year degree,0
6,30,53502,13,1,53502,no 4-year degree,0
6,30,168574,16,1,168574,4-year degree,1
6,29,168574,16,0,168574,4-year degree,1
6,29,168574,20,1,168574,4-year degree,1
6,27,204207,16,1,204207,4-year degree,1
6,26,204207,18,1,204207,4-year degree,1
6,33,30000,13,1,30000,no 4-year degree,0
6,33,175007,18,1,175007,4-year degree,1
6,34,57000,11,NA,57000,no 4-year degree,0
6,34,113615,13,1,113615,no 4-year degree,0
6,30,113440,16,1,113440,4-year degree,1
6,28,217001,16,1,217001,4-year degree,1
6,27,217001,16,1,217001,4-year degree,1
6,33,562500,18,1,562500,4-year degree,1
6,35,562500,18,1,562500,4-year degree,1
6,30,72711,13,1,72711,no 4-year degree,0
6,29,52001,16,1,52001,4-year degree,1
6,26,52001,14,1,52001,no 4-year degree,0
6,27,70805,12,1,70805,no 4-year degree,0
6,28,235281,16,1,235281,4-year degree,1
6,27,218250,18,1,218250,4-year degree,1
6,27,218250,18,1,218250,4-year degree,1
6,33,380500,16,1,380500,4-year degree,1
6,34,380500,16,1,380500,4-year degree,1
6,32,258213,13,1,258213,no 4-year degree,0
6,33,258213,16,1,258213,4-year degree,1
6,34,178000,16,1,178000,4-year degree,1
6,25,227000,12,1,227000,no 4-year degree,0
6,35,222979,16,1,222979,4-year degree,1
6,30,222979,16,1,222979,4-year degree,1
6,35,452421,20,1,452421,4-year degree,1
6,34,167210,16,1,167210,4-year degree,1
6,33,90000,20,1,90000,4-year degree,1
6,30,53332,16,NA,53332,4-year degree,1
6,33,261015,18,1,261015,4-year degree,1
6,29,261015,18,1,261015,4-year degree,1
6,29,315415,16,1,315415,4-year degree,1
6,28,315415,16,1,315415,4-year degree,1
6,26,141050,18,1,141050,4-year degree,1
6,33,400150,18,1,400150,4-year degree,1
6,31,400150,18,1,400150,4-year degree,1
6,26,137831,13,1,137831,no 4-year degree,0
6,25,137831,13,1,137831,no 4-year degree,0
6,28,293301,16,NA,293301,4-year degree,1
6,25,293301,16,1,293301,4-year degree,1
6,26,87500,14,1,87500,no 4-year degree,0
6,32,248001,14,1,248001,no 4-year degree,0
6,32,248001,14,1,248001,no 4-year degree,0
6,28,146106,16,1,146106,4-year degree,1
6,29,99088,13,NA,99088,no 4-year degree,0
6,35,179150,16,1,179150,4-year degree,1
6,34,179150,16,1,179150,4-year degree,1
6,31,45409,16,1,45409,4-year degree,1
6,34,16001,14,1,16001,no 4-year degree,0
6,35,16001,14,NA,16001,no 4-year degree,0
6,29,136933,16,1,136933,4-year degree,1
6,29,136933,16,1,136933,4-year degree,1
6,26,164000,16,1,164000,4-year degree,1
6,30,164000,16,1,164000,4-year degree,1
6,29,164000,16,1,164000,4-year degree,1
6,26,164000,16,1,164000,4-year degree,1
6,32,254550,16,1,254550,4-year degree,1
6,30,254550,16,1,254550,4-year degree,1
6,26,398739,16,1,398739,4-year degree,1
6,27,398739,16,1,398739,4-year degree,1
6,26,398739,16,1,398739,4-year degree,1
6,27,174485,13,1,174485,no 4-year degree,0
6,29,172037,18,1,172037,4-year degree,1
6,27,172037,18,1,172037,4-year degree,1
6,34,211850,18,NA,211850,4-year degree,1
6,28,580050,18,1,580050,4-year degree,1
6,29,580050,18,1,580050,4-year degree,1
6,29,580050,16,1,580050,4-year degree,1
6,28,580050,18,1,580050,4-year degree,1
6,32,120001,16,1,120001,4-year degree,1
6,35,114740,13,1,114740,no 4-year degree,0
6,35,114740,13,1,114740,no 4-year degree,0
6,30,225900,16,1,225900,4-year degree,1
6,30,90120,18,1,90120,4-year degree,1
6,26,346001,18,1,346001,4-year degree,1
6,26,346001,18,1,346001,4-year degree,1
6,26,117051,14,1,117051,no 4-year degree,0
6,27,117051,13,1,117051,no 4-year degree,0
6,33,24000,11,NA,24000,no 4-year degree,0
6,25,326000,13,1,326000,no 4-year degree,0
6,29,326000,12,1,326000,no 4-year degree,0
6,27,326000,18,1,326000,4-year degree,1
6,30,36200,13,NA,36200,no 4-year degree,0
6,34,726605,16,1,726605,4-year degree,1
6,25,79404,12,1,79404,no 4-year degree,0
6,25,79404,16,1,79404,4-year degree,1
6,32,288000,18,1,288000,4-year degree,1
6,32,288000,18,1,288000,4-year degree,1
6,26,271027,16,1,271027,4-year degree,1
6,29,271027,16,1,271027,4-year degree,1
6,30,143452,18,1,143452,4-year degree,1
6,35,63335,18,0,63335,4-year degree,1
6,26,230537,13,1,230537,no 4-year degree,0
6,30,190000,13,1,190000,no 4-year degree,0
6,28,328400,18,1,328400,4-year degree,1
6,30,328400,16,1,328400,4-year degree,1
6,31,367500,14,1,367500,no 4-year degree,0
6,30,367500,16,1,367500,4-year degree,1
6,34,215340,16,1,215340,4-year degree,1
6,34,215340,16,1,215340,4-year degree,1
6,34,250000,18,NA,250000,4-year degree,1
6,35,132000,18,NA,132000,4-year degree,1
6,29,95103,13,1,95103,no 4-year degree,0
6,28,95103,13,NA,95103,no 4-year degree,0
6,30,96200,16,1,96200,4-year degree,1
6,33,150003,18,1,150003,4-year degree,1
6,31,150003,16,NA,150003,4-year degree,1
6,35,8000,13,NA,8000,no 4-year degree,0
6,33,8000,12,0,8000,no 4-year degree,0
6,31,82020,12,1,82020,no 4-year degree,0
6,29,230053,16,1,230053,4-year degree,1
6,30,134027,13,1,134027,no 4-year degree,0
6,26,134027,12,1,134027,no 4-year degree,0
6,28,366351,16,1,366351,4-year degree,1
6,31,366351,18,NA,366351,4-year degree,1
6,30,225410,11,NA,225410,no 4-year degree,0
6,33,177217,13,0,177217,no 4-year degree,0
6,34,177217,13,1,177217,no 4-year degree,0
6,30,303600,18,1,303600,4-year degree,1
6,30,303600,18,1,303600,4-year degree,1
6,32,502863,20,1,502863,4-year degree,1
6,35,502863,20,1,502863,4-year degree,1
6,33,502863,20,1,502863,4-year degree,1
6,32,60000,13,NA,60000,no 4-year degree,0
6,27,0,20,NA,0,4-year degree,1
6,33,0,20,NA,0,4-year degree,1
6,28,25000,13,1,25000,no 4-year degree,0
6,28,159209,16,1,159209,4-year degree,1
6,27,159209,13,1,159209,no 4-year degree,0
6,31,257174,18,1,257174,4-year degree,1
6,28,257174,18,1,257174,4-year degree,1
6,28,213475,18,1,213475,4-year degree,1
6,28,213475,16,1,213475,4-year degree,1
6,27,213475,18,1,213475,4-year degree,1
6,31,136000,16,1,136000,4-year degree,1
6,34,736520,20,1,736520,4-year degree,1
6,35,736520,18,1,736520,4-year degree,1
6,26,145000,16,1,145000,4-year degree,1
6,26,145000,16,1,145000,4-year degree,1
6,31,200002,16,1,200002,4-year degree,1
6,30,200002,20,1,200002,4-year degree,1
6,32,100000,18,1,100000,4-year degree,1
6,30,100000,16,NA,100000,4-year degree,1
6,35,112000,16,1,112000,4-year degree,1
6,25,110000,13,1,110000,no 4-year degree,0
6,28,110000,16,1,110000,4-year degree,1
6,31,28000,12,1,28000,no 4-year degree,0
6,33,94324,16,1,94324,4-year degree,1
6,31,94324,20,1,94324,4-year degree,1
6,25,112010,16,0,112010,4-year degree,1
6,31,264790,18,1,264790,4-year degree,1
6,30,264790,18,1,264790,4-year degree,1
6,29,161055,18,1,161055,4-year degree,1
6,28,280761,18,1,280761,4-year degree,1
6,28,280761,18,1,280761,4-year degree,1
6,25,89810,12,1,89810,no 4-year degree,0
6,34,290002,18,1,290002,4-year degree,1
6,30,66800,12,1,66800,no 4-year degree,0
6,32,110002,13,1,110002,no 4-year degree,0
6,27,110002,13,1,110002,no 4-year degree,0
6,34,109797,20,1,109797,4-year degree,1
6,34,65010,20,1,65010,4-year degree,1
6,28,65010,18,NA,65010,4-year degree,1
6,34,210222,18,1,210222,4-year degree,1
6,30,210222,16,NA,210222,4-year degree,1
6,26,160108,16,1,160108,4-year degree,1
6,29,102731,18,1,102731,4-year degree,1
6,29,102731,16,1,102731,4-year degree,1
6,32,65000,16,1,65000,4-year degree,1
6,25,118269,13,1,118269,no 4-year degree,0
6,27,118269,16,1,118269,4-year degree,1
6,34,170000,16,1,170000,4-year degree,1
6,29,170000,18,1,170000,4-year degree,1
6,29,131592,16,1,131592,4-year degree,1
6,27,50000,14,1,50000,no 4-year degree,0
6,35,195263,12,1,195263,no 4-year degree,0
6,27,28000,14,1,28000,no 4-year degree,0
6,29,28000,14,1,28000,no 4-year degree,0
6,35,186056,20,1,186056,4-year degree,1
6,28,103000,14,1,103000,no 4-year degree,0
6,33,101400,11,1,101400,no 4-year degree,0
6,26,154750,13,1,154750,no 4-year degree,0
6,35,25000,14,NA,25000,no 4-year degree,0
6,27,70001,16,1,70001,4-year degree,1
6,28,50001,13,NA,50001,no 4-year degree,0
6,25,102141,13,1,102141,no 4-year degree,0
6,32,102141,16,0,102141,4-year degree,1
6,27,102141,13,NA,102141,no 4-year degree,0
6,26,102141,13,NA,102141,no 4-year degree,0
6,25,102141,13,NA,102141,no 4-year degree,0
6,32,26000,12,1,26000,no 4-year degree,0
6,25,55001,16,1,55001,4-year degree,1
6,33,75089,12,1,75089,no 4-year degree,0
6,35,75089,12,1,75089,no 4-year degree,0
6,35,60000,14,1,60000,no 4-year degree,0
6,31,116610,18,1,116610,4-year degree,1
6,31,116610,12,1,116610,no 4-year degree,0
6,25,0,13,NA,0,no 4-year degree,0
6,25,0,13,NA,0,no 4-year degree,0
6,27,45001,12,1,45001,no 4-year degree,0
6,26,191079,11,1,191079,no 4-year degree,0
6,25,19700,14,NA,19700,no 4-year degree,0
6,26,140598,13,1,140598,no 4-year degree,0
6,32,140598,16,1,140598,4-year degree,1
6,30,140598,13,NA,140598,no 4-year degree,0
6,29,140598,16,1,140598,4-year degree,1
6,28,140598,18,1,140598,4-year degree,1
6,25,87000,12,1,87000,no 4-year degree,0
6,29,80309,16,1,80309,4-year degree,1
6,31,80309,16,1,80309,4-year degree,1
6,28,223801,16,NA,223801,4-year degree,1
6,35,241401,16,1,241401,4-year degree,1
6,31,117000,12,1,117000,no 4-year degree,0
6,34,117000,13,1,117000,no 4-year degree,0
6,30,196940,14,1,196940,no 4-year degree,0
6,28,196940,12,NA,196940,no 4-year degree,0
6,32,410064,20,1,410064,4-year degree,1
6,28,29004,13,1,29004,no 4-year degree,0
6,33,29004,12,1,29004,no 4-year degree,0
6,32,245604,12,1,245604,no 4-year degree,0
6,26,122000,12,1,122000,no 4-year degree,0
6,26,32000,12,NA,32000,no 4-year degree,0
6,29,72110,16,1,72110,4-year degree,1
6,32,80149,14,1,80149,no 4-year degree,0
6,28,185179,16,NA,185179,4-year degree,1
6,31,185179,13,1,185179,no 4-year degree,0
6,29,185179,12,1,185179,no 4-year degree,0
6,29,101030,13,1,101030,no 4-year degree,0
6,33,101030,12,1,101030,no 4-year degree,0
6,35,185065,16,1,185065,4-year degree,1
6,33,126012,14,1,126012,no 4-year degree,0
6,35,126012,16,1,126012,4-year degree,1
6,26,94930,12,1,94930,no 4-year degree,0
6,31,93040,12,1,93040,no 4-year degree,0
6,31,200201,16,NA,200201,4-year degree,1
6,29,216745,16,1,216745,4-year degree,1
6,26,43900,14,1,43900,no 4-year degree,0
6,29,67013,13,1,67013,no 4-year degree,0
6,29,67013,14,1,67013,no 4-year degree,0
6,33,34680,13,1,34680,no 4-year degree,0
6,25,53600,13,1,53600,no 4-year degree,0
6,25,53600,13,0,53600,no 4-year degree,0
6,27,73000,13,1,73000,no 4-year degree,0
6,34,158770,16,1,158770,4-year degree,1
6,28,101601,12,1,101601,no 4-year degree,0
6,27,101601,14,NA,101601,no 4-year degree,0
6,29,134110,13,1,134110,no 4-year degree,0
6,32,134110,16,1,134110,4-year degree,1
6,27,45040,13,1,45040,no 4-year degree,0
6,34,79002,12,1,79002,no 4-year degree,0
6,33,70250,16,1,70250,4-year degree,1
6,31,70250,14,NA,70250,no 4-year degree,0
6,29,95643,14,1,95643,no 4-year degree,0
6,33,157816,12,1,157816,no 4-year degree,0
6,34,157816,12,1,157816,no 4-year degree,0
6,28,47700,12,1,47700,no 4-year degree,0
6,28,47700,12,1,47700,no 4-year degree,0
6,27,94842,16,1,94842,4-year degree,1
6,27,94842,14,1,94842,no 4-year degree,0
6,29,60850,12,0,60850,no 4-year degree,0
6,29,41665,13,1,41665,no 4-year degree,0
6,31,115020,13,1,115020,no 4-year degree,0
6,30,115020,12,1,115020,no 4-year degree,0
6,33,329900,20,1,329900,4-year degree,1
6,33,329900,20,1,329900,4-year degree,1
6,32,195660,12,1,195660,no 4-year degree,0
6,26,97526,16,1,97526,4-year degree,1
6,28,97526,18,1,97526,4-year degree,1
6,31,39883,13,1,39883,no 4-year degree,0
6,25,65802,12,1,65802,no 4-year degree,0
6,33,85368,12,1,85368,no 4-year degree,0
6,28,85368,12,NA,85368,no 4-year degree,0
6,35,100745,14,1,100745,no 4-year degree,0
6,31,54100,14,1,54100,no 4-year degree,0
6,32,54100,14,NA,54100,no 4-year degree,0
6,35,120001,12,1,120001,no 4-year degree,0
6,33,120001,12,1,120001,no 4-year degree,0
6,30,120001,12,1,120001,no 4-year degree,0
6,27,120001,16,0,120001,4-year degree,1
6,25,190800,16,1,190800,4-year degree,1
6,34,58001,16,1,58001,4-year degree,1
6,29,47010,13,NA,47010,no 4-year degree,0
6,25,56002,16,1,56002,4-year degree,1
6,31,50766,12,NA,50766,no 4-year degree,0
6,33,12000,14,1,12000,no 4-year degree,0
6,33,165500,14,1,165500,no 4-year degree,0
6,35,165500,12,1,165500,no 4-year degree,0
6,32,60001,11,1,60001,no 4-year degree,0
6,32,60001,13,1,60001,no 4-year degree,0
6,25,65779,16,1,65779,4-year degree,1
6,28,65779,13,NA,65779,no 4-year degree,0
6,25,25000,12,NA,25000,no 4-year degree,0
6,29,25000,16,0,25000,4-year degree,1
6,33,59900,11,1,59900,no 4-year degree,0
6,27,30500,12,1,30500,no 4-year degree,0
6,32,30500,12,NA,30500,no 4-year degree,0
6,30,93000,16,NA,93000,4-year degree,1
6,35,215100,16,1,215100,4-year degree,1
6,34,213561,16,1,213561,4-year degree,1
6,30,213561,16,NA,213561,4-year degree,1
6,28,186406,16,1,186406,4-year degree,1
6,35,65000,14,1,65000,no 4-year degree,0
6,28,113002,13,1,113002,no 4-year degree,0
6,28,113002,12,1,113002,no 4-year degree,0
6,33,21976,12,0,21976,no 4-year degree,0
6,29,124020,13,1,124020,no 4-year degree,0
6,29,144273,13,1,144273,no 4-year degree,0
6,32,40000,12,1,40000,no 4-year degree,0
6,26,40000,12,NA,40000,no 4-year degree,0
6,26,172507,12,1,172507,no 4-year degree,0
6,32,47700,12,NA,47700,no 4-year degree,0
6,31,194502,18,1,194502,4-year degree,1
6,31,194502,16,1,194502,4-year degree,1
6,30,124200,12,1,124200,no 4-year degree,0
6,35,92601,20,NA,92601,4-year degree,1
6,31,36502,11,1,36502,no 4-year degree,0
6,33,36502,12,1,36502,no 4-year degree,0
6,26,108092,13,0,108092,no 4-year degree,0
6,35,140500,12,1,140500,no 4-year degree,0
6,30,140500,12,1,140500,no 4-year degree,0
6,33,38411,14,1,38411,no 4-year degree,0
6,26,0,10,NA,0,no 4-year degree,0
6,30,12000,11,NA,12000,no 4-year degree,0
6,34,91019,16,1,91019,4-year degree,1
6,31,100225,16,1,100225,4-year degree,1
6,32,19500,12,0,19500,no 4-year degree,0
6,32,67801,12,1,67801,no 4-year degree,0
6,34,19032,11,NA,19032,no 4-year degree,0
6,29,19032,10,NA,19032,no 4-year degree,0
6,29,19032,10,NA,19032,no 4-year degree,0
6,31,49001,16,1,49001,4-year degree,1
6,29,700,12,NA,700,no 4-year degree,0
6,35,38805,11,NA,38805,no 4-year degree,0
6,33,48600,12,NA,48600,no 4-year degree,0
6,35,48600,16,NA,48600,4-year degree,1
6,25,86006,12,1,86006,no 4-year degree,0
6,26,86006,12,1,86006,no 4-year degree,0
6,26,24000,20,NA,24000,4-year degree,1
